api_number,tophole_longitude__deg,tophole_latitude__deg,bottomhole_longitude__deg,bottomhole_latitude__deg,well_number,lease_name,permitted_well_type,permit_type,pad,operator_name,play_name,state_name,county_name,basin_name,reservoir_name,field_name,permit_date,drilling_start_date,drilling_end_date,completion_date,tvd__ft,measured_depth__ft,lateral_length__ft,drilltime__day,fracture_stages,fracture_fluid__ugl,proppant__lbs,gravity__api
35043232100000,-98.76829,35.97152,-98.76829,35.97152,1-2h,Triple J,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Woodford,Undetermined,7/10/2011,7/11/2011,8/17/2011,10/20/2011,11587,16254,4433.65,38,,3568807,2131763.602,
35011233580000,-98.42769444,35.7695,-98.427454,35.783124,1-13ha,Reba,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Watonga S,2/1/2011,2/2/2011,3/27/2011,5/18/2011,12321,17035,4478.3,54,,3302871,1462321.65,
35017245620000,-98.14227902,35.58106594,-98.143032,35.594621,6h,Laughlin Trust 22-13N-9W,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,5/6/2013,5/7/2013,6/6/2013,9/27/2013,12194,17292,4843.1,31,,5898443,3160300.807,
35017241750000,-98.183,35.520806,-98.183,35.520806,1-8h,Kincaid,Gas,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,2/15/2010,2/16/2010,3/31/2010,5/7/2010,12742,18265,5246.85,44,,,,
35137270780000,-97.670119,34.680717,-97.669484,34.666992,1-1h,Dufort,Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Stephens,Anadarko Basin-Anadarko,Woodford,Knox,7/25/2013,7/26/2013,9/11/2013,10/4/2013,15828,20532,4468.8,48,,8111629,3419194.676,60.34
35017242250000,-98.17088888,35.57891666,-98.170498,35.594772,1-21h,Wedman,Gas,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,11/6/2010,11/7/2010,12/26/2010,6/8/2011,12563,17772,4948.55,50,,,,52
35011233900000,-98.44802777,35.84208333,-98.448176,35.855525,1-23h,Norma,Oil,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian-Woodford,Undetermined,5/28/2011,5/29/2011,7/9/2011,9/2/2011,11299,15941,4409.9,42,,3301113,,
35043231830000,-98.736394,35.812464,-98.736981,35.821741,1-31h,Griffith,Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Woodford,Crane SE,3/20/2011,3/21/2011,5/7/2011,7/1/2011,13205,16088,2738.85,48,,,,56.5
35017242010000,-98.14615,35.63755,-98.145106,35.617354,1-3h,Stroud,Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,7/6/2010,7/7/2010,9/7/2010,10/13/2010,11932,16730,4558.1,63,,,,55
35017244840000,-98.086618,35.479589,-98.08756,35.493354,30-12-8 1h,Lucile,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Union City,9/16/2012,9/17/2012,10/26/2012,12/4/2012,11853,16806,4705.35,40,,,,
35017245680000,-98.213863,35.594078,-98.215708,35.574044,7h,Rother 24-13N-10W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,4/17/2013,4/18/2013,5/23/2013,10/23/2013,12638,17948,5044.5,36,,5449458,3530970.614,
35011234420000,-98.570666,35.610119,-98.57093,35.623134,1-10h,Payne,Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Hydro NE,10/7/2011,10/8/2011,12/13/2011,12/13/2011,14793,19276,4258.85,67,,6185938,3133964.574,
35047246020000,-97.766778,36.231221,-97.766778,36.231221,7-m4h,J & J,Oil,Horizontal,Yes,Undetermined,SCOOP-STACK-Cana,Oklahoma,Garfield,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,9/10/2012,9/11/2012,10/24/2012,10/24/2012,6493,10513,3819,44,,4192772,1322056.24,40.599998
35017242690000,-98.165846,35.463223,-98.165846,35.463223,1-4h,Marybell,Gas,Horizontal,No,Skycap Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,5/28/2011,5/29/2011,9/25/2011,1/19/2012,14298,17154,2713.2,120,,5567522,5068221.112,
35017244550000,-98.296861,35.653333,-98.296861,35.653333,9-30h,Buser Farms,Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,7/22/2012,7/23/2012,8/25/2012,2/20/2013,12538,17343,4564.75,34,,5511352,3278839.663,62.5
35043231700000,-98.72976847,35.86301255,-98.729823,35.876839,1-18h,Trotter,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Woodford,Undetermined,1/26/2011,1/27/2011,4/13/2011,5/8/2011,12334,17010,4442.2,77,,4421488,2230392.556,
35019255900000,-97.091361,34.318611,-97.091361,34.318611,1-4h3,Lydia,Oil,Horizontal,No,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Sylvan,Springer,11/10/2011,11/11/2011,11/19/2011,3/26/2012,11429,15187,3570.1,9,,8076180,4021931.663,42
35011233960000,-98.48083333,35.68105555,-98.48099546,35.69396443,1-16h,Joann,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Squaw Creek,6/14/2011,6/15/2011,8/8/2011,11/1/2011,13331,18277,4698.7,55,,3690977,,
35017243540000,-98.228686,35.595422,-98.229483,35.60918,7-14h,Brooks,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,3/2/2012,3/3/2012,4/12/2012,6/16/2012,12892,17902,4759.5,41,,7526597,,
35017245730000,-98.13936,35.581167,-98.143548,35.601059,9h,Lauglin Trust 22-13N-9W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,6/9/2013,6/10/2013,7/9/2013,9/13/2013,12120,17200,4826,30,,5908526,3538805.513,
35017246040000,-98.196019,35.62318,-98.201022,35.631812,5h,Bessie 6-13N-9W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,7/7/2013,7/8/2013,8/13/2013,4/22/2014,12180,17555,5106.25,37,,5613881,3894363.551,
35051235850000,-97.699667,34.769558,-97.694697,34.787768,1-35h,Trigg,Gas,Horizontal,No,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Pike Peak N,2/22/2012,2/23/2012,5/10/2012,7/26/2012,14772,18744,3773.4,78,,,,
35043233140000,-99.18005,36.08739,-99.18005,36.08739,25-3h,Doc,Oil,Horizontal,Yes,Midstates Petroleum,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Cottage Grove,Undetermined,1/15/2013,1/16/2013,2/11/2013,4/18/2013,7756,12214,4235.1,27,,1831725,7014544.425,40
35011233220000,-98.38486111,35.68236111,-98.38486111,35.68236111,1-17h,Wills,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,10/25/2010,10/26/2010,12/29/2010,2/5/2011,13034,17726,4457.4,65,,,,
35019260040000,-96.9524,34.21446,-96.951781,34.230317,11-2h,Wiggins,Oil,Horizontal,No,BNK Petroleum,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Caney,Baum N,11/6/2013,11/7/2013,7/29/2014,8/30/2014,9638,16049,6090.45,,,6810224,4683146.836,46
35047246100000,-97.730443,36.232852,-97.730443,36.232852,9 m4h,Hamm,Oil,Horizontal,Yes,Longfellow Energy,SCOOP-STACK-Cana,Oklahoma,Garfield,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,9/3/2012,9/4/2012,10/19/2012,11/5/2012,6354,11160,4565.7,46,,,,40
35043231970000,-98.74733661,35.86296416,-98.747009,35.849203,1-13h,Faye,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Woodford,Undetermined,4/20/2011,4/21/2011,7/6/2011,8/23/2011,12612,17335,4486.85,77,,3668038,,
35017244820000,-98.21872,35.69572,-98.21817,35.681877,5-13h,Virgie,Gas,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,11/18/2012,11/19/2012,1/3/2013,6/8/2013,11889,16745,4613.2,46,,8276025,4650299.562,56
35017242360000,-98.11241666,35.61016666,-98.113286,35.62396,1-12h,Evans,Oil,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,11/24/2010,11/25/2010,12/30/2010,4/19/2011,11603,16422,4578.05,36,,,,57.220001
35011233080000,-98.363,35.59569444,-98.360302,35.612604,1-15h,Moore,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Geary SW,8/13/2010,8/14/2010,10/1/2010,11/7/2010,13617,18605,4738.6,49,,,,
35083239400000,-97.65399,35.81236,-97.65399,35.81236,1-5h,Bridal,Gas,Horizontal,No,Husky Ventures,SCOOP-STACK-Cana,Oklahoma,Logan,Anadarko Basin-Anadarko,Hunton,Undetermined,7/31/2010,8/1/2010,8/22/2010,10/6/2010,7003,11287,4069.8,22,,,,
35017241730000,-98.235854,35.607667,-98.23727489,35.62149213,4-11h,Ratliff,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Calumet,1/26/2010,1/27/2010,3/15/2010,6/21/2010,12777,18093,5050.2,48,,,,
35017245300000,-98.219811,35.609901,-98.215985,35.630361,3h,Dyer 12-13N-10W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,2/12/2013,2/13/2013,3/17/2013,8/4/2013,12599,17572,4724.35,33,,3524287,2154573.054,
35051237380000,-97.6805266,35.0300569,-97.679903,35.043909,1-36h,Green Acres,Oil,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Sycamore,Washington District,11/21/2013,11/22/2013,1/7/2014,2/3/2014,11075,16060,4735.75,47,,1.01E+07,4600852.716,
35011233630000,-98.47055555,35.74041666,-98.470863,35.754189,1-27h,Holstein,Oil,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Greenfield W,3/9/2011,3/10/2011,5/2/2011,7/17/2011,12591,17420,4587.55,54,,,,48.59
35017243420000,-98.254428,35.595292,-98.25380901,35.6081005,7-15h,Cana,Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,1/7/2012,1/8/2012,2/24/2012,6/18/2012,13119,18031,4666.4,48,,,,
35073248620000,-97.74124,35.89858,-97.741792,35.912025,1-33h,Mel B,Oil,Horizontal,No,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Hunton,Undetermined,10/19/2013,10/20/2013,11/29/2013,12/15/2013,7311,12045,4497.3,41,,8880984,2825921.306,
35073248840000,-98.05403,36.10112,-98.05418812,36.11339542,1-21h,Jones,Oil,Horizontal,No,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Hunton,Undetermined,12/8/2013,12/9/2013,1/17/2014,3/1/2014,8402,13106,4468.8,40,,8251488,1900398.913,
35073247870000,-97.93586,36.14639,-97.939963,36.15895,1-3h,Huntsberger,Oil,Horizontal,No,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Salina-Sedgwick Basin-Sedgwick,Hunton,Undetermined,7/10/2012,7/11/2012,9/3/2012,9/29/2012,7640,12255,4384.25,55,,,,
35073248230000,-97.722641,35.898632,-97.721431,35.918806,1-34h,Kirtley,Oil,Horizontal,Yes,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Hunton,Undetermined,3/27/2013,3/28/2013,4/30/2013,5/22/2013,7201,11963,4523.9,34,,1.35E+07,3591043.535,
35083239220000,-97.67178,35.84146,-97.67246132,35.830175,1-30h,Robinson,Oil,Horizontal,No,Husky Ventures,SCOOP-STACK-Cana,Oklahoma,Logan,Anadarko Basin-Anadarko,Hunton,Undetermined,1/17/2010,1/18/2010,2/27/2010,4/3/2010,7052,11345,4078.35,41,,,,
35095205940000,-96.815652,34.169953,-96.81242,34.187047,1-31h30,Mercer,Oil,Horizontal,Yes,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Marshall,Ardmore Mariettas Basins,Woodford,Mannsville SE,11/21/2012,11/22/2012,12/18/2012,5/16/2013,7954,14435,6156.95,27,,9513588,4721194.752,42
35085211970000,-97.19252,33.970154,-97.188607,33.987545,1-3h,Hart,Oil,Horizontal,No,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Love,Ardmore Mariettas Basins,Caney,Marietta E,12/16/2013,12/17/2013,2/25/2014,7/24/2014,14152,18534,4162.9,71,,6717732,2754536.936,43
35095205870000,-96.936629,34.156374,-96.936629,34.156374,1-1h36,Rockford,Gas,Horizontal,Yes,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Marshall,Ardmore Mariettas Basins,Woodford,Undetermined,7/23/2012,7/24/2012,9/17/2012,1/16/2013,13385,20172,6447.65,56,,9082416,4247308.334,48
35137271920000,-97.64211738,34.64499866,-97.641035,34.631046,8-17-20xh,Poteet,Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Stephens,Anadarko Basin-Anadarko,Woodford,Pearl NE,4/4/2014,4/5/2014,7/10/2014,3/6/2015,16074,20960,4641.7,97,,8596997,4029241.188,62
35019259460000,-96.986314,34.246172,-96.994872,34.266083,5-33h,Sammie,Oil,Horizontal,Yes,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Woodford,Baum N,11/18/2013,11/19/2013,12/22/2013,6/19/2014,11554,17089,5258.25,34,,7674198,3932745.817,51
35137271520000,-97.60129,34.62393,-97.599589,34.608829,6h-27,Yandell,Oil,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Stephens,Anadarko Basin-Anadarko,Woodford,Royal W,1/3/2014,1/4/2014,3/20/2014,4/26/2014,14879,20050,4912.45,76,,4332052,4274272.482,60
35011234640000,-98.41027777,35.58111111,-98.408479,35.567554,1-30h,Marcus,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Geary SW,12/23/2011,12/24/2011,2/12/2012,5/2/2012,14691,19462,4532.45,51,,,,
35017241810000,-98.235701,35.607652,-98.23714751,35.62166578,5-11h,Ratliff,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Calumet,3/14/2010,3/15/2010,5/9/2010,6/20/2010,12759,18141,5112.9,56,,,,
35017242140000,-98.10008333,35.62311111,-98.100774,35.636089,1-6h,Evans,Gas,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Calumet E,9/10/2010,9/11/2010,10/20/2010,12/22/2010,11490,16713,4961.85,40,,,,56.18
35015219920000,-98.27771,35.27388,-98.27771,35.27388,3-Jan,Buell,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Caddo,Anadarko Basin-Anadarko,Springer (Britt),Undetermined,4/24/1988,4/25/1988,8/15/1988,7/22/2013,9800,14200,4180,113,,,126746.7649,
35017244330000,-98.201394,35.580901,-98.199023,35.572592,4-30h,Reimers,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,5/13/2012,5/14/2012,6/28/2012,6/28/2012,12627,17738,4855.45,46,,7596383,,
35017245400000,-98.208142,35.608633,-98.216526,35.617106,9h,Dyer 12-13N-10W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,3/18/2013,3/19/2013,4/22/2013,9/2/2013,12504,17828,5057.8,35,,1868538,944399.4008,
35017244100000,-98.198219,35.580892,-98.198409,35.572602,6-30h,Reimers,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,4/13/2012,4/14/2012,6/4/2012,10/26/2012,12602,17652,4797.5,52,,7259508,3166443.786,
35019259050000,-97.01467666,34.31786555,-97.032993,34.327111,2-5h6r,Walker,Gas,Horizontal,Yes,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Woodford,Baum,6/4/2013,6/5/2013,7/18/2013,8/29/2013,7249,14046,6457.15,44,,1.09E+07,5600556.64,35
35017243740000,-98.231084,35.580907,-98.23304997,35.60059427,6-23h,Austin,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,5/10/2012,5/11/2012,6/12/2012,12/19/2012,12758,17740,4732.9,33,,8275381,3465448.815,
35017246730000,-97.86732,35.66833,-97.867265,35.696326,1h-17x,Slash C,Oil,Horizontal,No,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Richland,5/21/2014,5/22/2014,6/14/2014,8/4/2014,8507,18892,9865.75,24,,,,43.5
35043232000000,-98.80515542,35.99266658,-98.80515542,35.99266658,1-33h,Snyder,Gas,Horizontal,Yes,Sand Creek Resources,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Mississippian-Woodford,Undetermined,5/9/2011,5/10/2011,8/11/2011,11/9/2011,11610,14975,3196.75,94,,,,40.5
35011233440000,-98.44502777,35.69677777,-98.445113,35.710632,1-11h,Rycroft,Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Greenfield W,12/19/2010,12/20/2010,2/24/2011,4/13/2011,13269,18005,4499.2,67,,,,49.599998
35015231690000,-98.360111,35.406944,-98.360111,35.406944,1-21h,Giesbrcht,Oil,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Caddo,Anadarko Basin-Anadarko,Woodford,Undetermined,4/26/2011,4/27/2011,9/10/2011,9/10/2011,12905,15852,2799.65,,,,,
35043231950000,-98.75105,35.8988,-98.74840909,35.90527782,1-36h,Joyce,Gas,Horizontal,No,Blake Production,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Woodford,Undetermined,4/13/2011,4/14/2011,6/28/2011,8/12/2011,12114,17308,4934.3,76,,3860443,,
35051236890000,-97.7215141,34.7389732,-97.707122,34.743008,1-9h,Goff Brothers 3N5W,Oil,Horizontal,No,Gulfport Energy,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Knox,8/12/2013,8/13/2013,10/13/2013,11/4/2013,15177,20393,4955.2,62,,7363021,3603331.398,
35049249570000,-97.659128,34.695075,-97.657836,34.682435,1-31h,RCL,Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Woodford,Purdy S,11/7/2013,11/8/2013,12/31/2013,2/22/2014,15300,19670,4151.5,54,,4030372,3703923.235,54
35047248230000,-97.838005,36.2323422,-97.83742821,36.21960211,9-w4h,Elverda,Oil,Horizontal,No,Longfellow Energy,SCOOP-STACK-Cana,Oklahoma,Garfield,Salina-Sedgwick Basin-Sedgwick,Woodford,Sooner Trend,7/22/2014,7/23/2014,9/9/2014,11/25/2014,7296,12190,4649.3,49,,6293966,2728930.845,42.599998
35095205920000,-96.694049,34.14269,-96.64485498,34.1516942,1-11h2,Flenniken,Oil,Horizontal,Yes,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Marshall,Ardmore Mariettas Basins,Sycamore,Cumberland,10/11/2012,10/12/2012,11/12/2012,1/24/2013,5516,11440,5627.8,32,,8254764,,39
35073249210000,-98.04508,36.05865,-98.04568,36.072163,1-3h,Swart,Oil,Horizontal,Yes,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Misener-Hunton,Undetermined,4/13/2014,4/14/2014,5/13/2014,6/23/2014,8361,13143,4542.9,30,,1.36E+07,4031294.766,
35095205900000,-96.932455,34.155411,-96.932455,34.155411,1-6h31,Brown,Gas,Horizontal,No,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Marshall,Ardmore Mariettas Basins,Woodford,Simpson SE,8/6/2012,8/7/2012,10/3/2012,1/15/2013,13230,19985,6417.25,58,,8480430,4277794.232,48
35017245180000,-98.186488,35.566468,-98.182437,35.586432,2-29h,Stroh,Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,2/5/2013,2/6/2013,3/7/2013,8/6/2013,12587,17397,4569.5,30,,6568570,3200721.055,63.200001
35015231960000,-98.393595,35.521705,-98.393595,35.521705,1-17h,Vivian,Oil,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Caddo,Anadarko Basin-Anadarko,Woodford,Bridgeport,2/1/2012,2/2/2012,3/21/2012,5/20/2012,15140,20005,4621.75,49,,,,
35011233560000,-98.49152777,35.71122222,-98.491628,35.724939,1-5h,Barnett,Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Squaw Creek,2/6/2011,2/7/2011,4/25/2011,6/7/2011,13110,17921,4570.45,78,,,,49.5
35043231890000,-98.87369833,35.94107277,-98.87369833,35.94107277,2 14h,Oakes 2,Gas,Horizontal,No,Dewey Energy,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Woodford,Putnam,4/1/2011,4/2/2011,6/23/2011,9/3/2011,12506,15080,2445.3,83,,,,
35019257660000,-96.985688,34.230789,-96.997253,34.252701,3-4h,Walter Gant,Oil,Horizontal,Yes,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Woodford,Baum N,10/7/2012,10/8/2012,3/4/2013,5/31/2013,12286,17612,5059.7,,,8165598,4088409.913,53
35017246350000,-98.203869,35.550677,-98.2057076,35.56460174,4h,Yager 31-13N-9W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,10/16/2013,10/17/2013,11/21/2013,7/7/2014,12579,17945,5097.7,36,,5754358,6417995.59,
35017246220000,-98.213405,35.623299,-98.218616,35.631434,5h,Sysum 1-13N-10W,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,10/1/2013,10/2/2013,11/8/2013,3/4/2014,12394,17748,5086.3,38,,5652781,3497053.135,
35047246860000,-97.727794,36.174611,-97.72739762,36.18610722,27 m1h,Carolyn,Oil,Horizontal,Yes,Longfellow Energy,SCOOP-STACK-Cana,Oklahoma,Garfield,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,4/16/2013,4/17/2013,11/27/2013,12/20/2013,6226,10640,4193.3,,,8073193,2882213.93,39
35015231840000,-98.367659,35.535014,-98.367659,35.535014,1-9h,Tommy,Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Caddo,Anadarko Basin-Anadarko,Woodford,Bridgeport,8/17/2011,8/18/2011,10/15/2011,1/15/2012,13147,19601,6131.3,59,,3982272,1959463.425,
35017243180000,-98.232214,35.666809,-98.231869,35.652895,6-26h,Base,Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,12/14/2011,12/15/2011,1/25/2012,8/18/2012,12295,17112,4576.15,42,,,5075867,65
35017244910000,-98.2009008,35.695283,-98.215529,35.675635,9-13h,Virgie,Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,12/13/2012,12/14/2012,1/20/2013,5/28/2013,11824,16607,4543.85,38,,9217401,2081797.114,57
35043232280000,-98.944297,35.870817,-98.944297,35.870817,1-7h,Beers,Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Woodford,Putnam,9/21/2011,9/22/2011,12/25/2011,2/27/2012,13956,18682,4489.7,95,,5498605,2444159.855,
35073248750000,-97.92294555,36.0568975,-97.919463,36.074489,2-11h os,Hennessey Unit,Oil,Horizontal,Yes,Blake Production,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Oswego,Undetermined,12/10/2013,12/11/2013,1/15/2014,2/10/2014,6461,12690,5917.55,36,,1548708,,40
35011232800000,-98.34083333,35.57988888,-98.340184,35.566329,1-26h,Calling Thunder,Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Geary SW,7/29/2009,7/30/2009,9/23/2009,3/3/2010,13781,18255,4250.3,56,,,,
35085212130000,-97.19436,34.000564,-97.18675049,34.01989857,1-27h28,Charlie,Oil,Horizontal,No,ExxonMobil,SCOOP-STACK-Cana,Oklahoma,Love,Ardmore Mariettas Basins,Caney,Greenville NW,3/8/2014,3/9/2014,4/18/2014,7/10/2014,13662,19079,5146.15,41,,8211672,3462221.056,41
35011232920000,-98.4765,35.8865,-98.475875,35.898726,4-Jan,Rother,Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Watonga-Chickasha Trend,5/2/2010,5/3/2010,7/19/2010,8/17/2010,10951,15245,4079.3,78,,,,44.119999
